amount,user_id,date,transaction_type,category,amount.1,payment_mode,location,notes,month,weekday,year,description,transaction_id
T8077,U030,20-04-2024,Expense,Travel,840.0,upi,CHENNAI,Doctor consultation,4,Saturday,2024.0,,
T6248,U011,26-05-2021,Expense,RENT,7037.0,,pune,Gym membership,5,Wednesday,2021.0,,
T5410,U016,09-02-2023,Expense,RENT,6076.0,Bank Transfr,JAIPUR,Electricity bill,2,Thursday,2023.0,,
T6485,U072,22-08-2021,Expense,FOOD,8142.0,cash,LUC,xyz123,8,Sunday,2021.0,,
T7169,U030,30-12-2023,Expense,Rent,16289.0,Crd,DELHI,Lunch,12,Saturday,2023.0,,
T3790,U109,18-06-2024,Expense,HEALTH,5180.0,CARD,mumbai,Lunch,6,Tuesday,2024.0,,
T1541,U043,04-10-2022,Expense,food,8623.0,Bank_Transfer,DEL,Restaurant dinner,10,Tuesday,2022.0,,
T13988,U040,29-10-2023,Expense,Rent,36626.0,UPI,KOL,xyz123,10,Sunday,2023.0,,
T3499,U028,17-07-2022,Expense,Helth,6400.0,CARD,Delhi,Lunch,7,Sunday,2022.0,,
T4265,U050,13-06-2024,Expense,EDU,1531.0,Bank Transfr,AHM,Uber ride,6,Thursday,2024.0,,
T5310,U007,01-10-2021,Expense,Rentt,40706.0,Card,LUC,Movie tickets,10,Friday,2021.0,,
T6804,U104,01-07-2024,Expense,OTHERS,8670.0,Bank Transfer,Pune,test,7,Monday,2024.0,,
T9100,U129,04-10-2023,Expense,FOOD,122.0,,MUMBAI,Uber ride,10,Wednesday,2023.0,,
T12036,U149,09-12-2024,Expense,Utility,8836.0,Bank Transfer,CHE,Internet bill,12,Monday,2024.0,,
T5012,U138,03-12-2021,Expense,rent,4616.0,cash,Kolkata,Internet bill,12,Friday,2021.0,,
T6898,U023,20-11-2022,Expense,Fod,8115.0,Csh,chennai,Online course,11,Sunday,2022.0,,
T0596,U134,19-07-2023,Expense,Education,7182.0,UPI,delhi,Gym membership,7,Wednesday,2023.0,,
T5228,U051,27-01-2023,Expense,uncategorized,6589.0,bank transfer,BAN,Monthly rent payment,1,Friday,2023.0,,
T2897,U122,07-10-2022,Expense,rent,1738.0,Upi,Kolkata,Monthly rent payment,10,Friday,2022.0,,
T6853,U024,23-06-2023,Expense,RENT,5172.0,Csh,DEL,Uber ride,6,Friday,2023.0,,
T12119,U087,15-08-2023,Expense,Food,2217.0,Bank Transfr,,Petrol,8,Tuesday,2023.0,,
T6071,U091,29-10-2024,Expense,entertainment,6283.0,cash,bangalore,Lunch,10,Tuesday,2024.0,,
T1454,U082,06-06-2021,Expense,Fod,5713.0,Csh,chennai,Movie tickets,6,Sunday,2021.0,,
T6285,U044,03-10-2022,Expense,Saving,4054.0,Crd,DEL,Petrol,10,Monday,2022.0,,
T10856,U006,23-09-2024,Income,Salary,28847.0,CASH,,Gym membership,9,Monday,2024.0,,
T9312,U013,29-08-2021,Expense,TRAVEL,3959.0,Bank_Transfer,bangalore,!!!,8,Sunday,2021.0,,
T1234,U038,22-10-2021,Expense,Other,8478.0,Bank Transfer,Hyderabad,Uber ride,10,Friday,2021.0,,
T6476,U144,23-12-2022,Expense,Rent,26635.0,cash,Mumbai,Uber ride,12,Friday,2022.0,,
T10054,U102,20-02-2024,Expense,Utility,4943.0,Bank Transfr,PUNE,Uber ride,2,Tuesday,2024.0,,
T0132,U111,21-07-2021,Expense,education,6508.0,CRD,AHMEDABAD,Movie tickets,7,Wednesday,2021.0,,
T13393,U075,01-08-2023,Expense,SAVINGS,7924.0,csh,Delhi,Coffee,8,Tuesday,2023.0,,
T11799,U103,16-06-2021,Expense,food,3246.0,upi,HYDERABAD,test,6,Wednesday,2021.0,,
T8382,U043,07-07-2022,Expense,Food,1603.0,Bank_Transfer,,Gym membership,7,Thursday,2022.0,,
T11296,U080,26-05-2021,Expense,Utilities,5944.0,Crd,,Petrol,5,Wednesday,2021.0,,
T9030,U074,21-10-2023,Expense,Travel,6073.0,cash,CHENNAI,Train ticket,10,Saturday,2023.0,,
T11869,U077,16-05-2023,Expense,food,2000.0,Card,mumbai,Electricity bill,5,Tuesday,2023.0,,
T6731,U062,25-10-2022,Income,Others,11374.0,CARD,MUMBAI,Grocery shopping,10,Tuesday,2022.0,,
T8596,U061,13-04-2024,Expense,RENT,4958.0,Bank Transfer,jaipur,EMI payment,4,Saturday,2024.0,,
T2589,U125,07-02-2024,Expense,Utilities,999999.0,,DELHI,Fixed deposit,2,Wednesday,2024.0,,
T10816,U060,04-10-2021,Expense,Fod,7033.0,Card,PUNE,Train ticket,10,Monday,2021.0,,
T8458,U051,08-05-2021,Expense,Health,975.0,Crd,,Online course,5,Saturday,2021.0,,
T6929,U083,19-03-2024,Expense,Entrtnmnt,728.0,bank transfer,Delhi,Lunch,3,Tuesday,2024.0,,
T4749,U056,27-03-2022,Income,Investment,26157.0,CARD,Lucknow,Lunch,3,Sunday,2022.0,,
T3967,U122,10-07-2021,Expense,Entertainment,7273.0,Upi,AHM,Lunch,7,Saturday,2021.0,,
T12192,U058,28-08-2021,Expense,Food,217.0,BankTransfer,DEL,Fixed deposit,8,Saturday,2021.0,,
T6606,U071,23-09-2022,Expense,Foodd,1870.0,Csh,Ahmedabad,Gym membership,9,Friday,2022.0,,
T13105,U023,13-08-2021,Expense,food,999999.0,card,lucknow,Gym membership,8,Friday,2021.0,,
T4988,U029,17-02-2022,Expense,rent,2994.0,,AHMEDABAD,Fixed deposit,2,Thursday,2022.0,,
T11624,U058,03-05-2023,Expense,Travel,1055.0,CRD,chennai,Petrol,5,Wednesday,2023.0,,
T2590,U118,06-09-2024,Expense,Utlities,3591.0,CRD,,Movie tickets,9,Friday,2024.0,,
T12808,U124,29-04-2021,Expense,entertainment,334.0,Upi,,Fixed deposit,4,Thursday,2021.0,,
T0941,U019,10-01-2023,Expense,FOOD,4864.0,UPi,Delhi,Movie tickets,1,Tuesday,2023.0,,
T9343,U030,29-07-2022,Expense,Fod,1195.0,BankTransfer,ahmedabad,Petrol,7,Friday,2022.0,,
T3478,U078,07-09-2021,Expense,Foodd,3025.0,BankTransfer,pune,Movie tickets,9,Tuesday,2021.0,,
T6768,U069,24-06-2021,Expense,Traval,9971.0,Bank Transfer,,test,6,Thursday,2021.0,,
T3417,U105,31-12-2021,Expense,TRAVEL,4038.0,Cash,Jaipur,Train ticket,12,Friday,2021.0,,
T11261,U116,04-11-2024,Expense,uncategorized,6507.0,Bank_Transfer,MUMBAI,Restaurant dinner,11,Monday,2024.0,,
T10966,U044,30-11-2021,Expense,Foodd,3871.0,Bank_Transfer,Hyderabad,Restaurant dinner,11,Tuesday,2021.0,,
T10783,U016,11-09-2022,Expense,Utlities,1319.0,upi,CHE,Restaurant dinner,9,Sunday,2022.0,,
T13361,U078,09-08-2024,Expense,EDU,2049.0,UPI,delhi,Movie tickets,8,Friday,2024.0,,
T9489,U084,25-03-2023,Expense,utilities,3960.0,Csh,,Movie tickets,3,Saturday,2023.0,,
T1536,U023,03-01-2021,Expense,Foods,4398.0,csh,AHMEDABAD,Fixed deposit,1,Sunday,2021.0,,
T8743,U130,11-09-2023,Expense,Rentt,5774.0,bank transfer,JAIPUR,Coffee,9,Monday,2023.0,,
T9860,U115,14-03-2021,Expense,travel,7989.0,upi,Jaipur,ATM withdrawal,3,Sunday,2021.0,,
T8141,U061,21-05-2022,Expense,Travl,5164.0,Upi,Ahmedabad,hospital,5,Saturday,2022.0,,
T0446,U114,10-01-2021,Expense,rent,4008.0,,,hospital,1,Sunday,2021.0,,
T0623,U098,31-12-2021,Expense,Utilties,3364.0,UPI,lucknow,hospital,12,Friday,2021.0,,
T12523,U106,06-01-2021,Expense,Foods,2938.0,,Chennai,Movie tickets,1,Wednesday,2021.0,,
T12710,U068,07-06-2023,Expense,Entrtnmnt,2653.0,csh,Pune,Movie tickets,6,Wednesday,2023.0,,
T7903,U101,02-11-2021,Expense,Food,1559.0,CARD,PUN,Movie tickets,11,Tuesday,2021.0,,
T3212,U132,25-06-2024,Expense,Rent,41736.0,Bank_Transfer,,Gym membership,6,Tuesday,2024.0,,
T5545,U113,11-06-2023,Expense,Utilties,255.0,Cash,Pune,Online course,6,Sunday,2023.0,,
T13549,U013,08-10-2024,Expense,Utility,4778.0,bank transfer,Hyderabad,Medicine,10,Tuesday,2024.0,,
T12829,U087,22-06-2023,Expense,EDU,9634.0,UPI,KOLKATA,Medicine,6,Thursday,2023.0,,
T9483,U053,08-04-2021,Expense,Food,4367.0,Card,MUM,Medicine,4,Thursday,2021.0,,
T6098,U067,22-10-2021,Expense,OTHERS,4989.0,Card,AHMEDABAD,Medicine,10,Friday,2021.0,,
T6536,U003,22-03-2022,Expense,RENT,5996.0,card,Jaipur,Internet bill,3,Tuesday,2022.0,,
T5206,U058,09-06-2021,Expense,utilities,7540.0,Bank Transfer,Mumbai,Movie tickets,6,Wednesday,2021.0,,
T5994,U114,06-10-2021,Expense,FOOD,8768.0,CARD,MUMBAI,,10,Wednesday,2021.0,,
T9262,U046,22-10-2024,Expense,health,6076.0,,AHMEDABAD,xyz123,10,Tuesday,2024.0,,
T12877,U037,18-10-2021,Expense,Foodd,2479.0,BankTransfer,,Online course,10,Monday,2021.0,,
T5285,U060,30-04-2023,Expense,entertainment,8833.0,Bank Transfer,Delhi,!!!,4,Sunday,2023.0,,
T8311,U059,18-04-2024,Expense,Fod,7445.0,Cash,mumbai,Books,4,Thursday,2024.0,,
T11886,U004,21-03-2024,Expense,RENT,7649.0,upi,Pune,Movie tickets,3,Thursday,2024.0,,
T10756,U124,11-06-2023,Expense,Education,5203.0,CARD,delhi,Movie tickets,6,Sunday,2023.0,,
T10952,U028,08-12-2024,Expense,Foodd,4723.0,BankTransfer,Ahmedabad,Movie tickets,12,Sunday,2024.0,,
T12177,U134,12-03-2021,Expense,Rent,45096.0,Csh,CHE,Movie tickets,3,Friday,2021.0,,
T9119,U066,17-12-2022,Expense,Utility,650.0,UPI,CHENNAI,Gym membership,12,Saturday,2022.0,,
T11624,U058,03-05-2023,Expense,Travel,1055.0,CRD,chennai,Petrol,5,Wednesday,2023.0,,
T11894,U074,17-01-2023,Expense,Foods,92.0,UPI,AHM,xyz123,1,Tuesday,2023.0,,
T4552,U085,30-08-2024,Expense,Helth,5683.0,CASH,HYD,hospital,8,Friday,2024.0,,
T4074,U072,17-03-2022,Expense,FOOD,999999.0,Crd,Hyderabad,hospital,3,Thursday,2022.0,,
T11557,U124,27-05-2021,Expense,Travel,2799.0,Card,AHM,Restaurant dinner,5,Thursday,2021.0,,
T4321,U090,19-03-2021,Expense,food,8624.0,Cash,HYD,Monthly rent payment,3,Friday,2021.0,,
T2290,U109,05-06-2022,Expense,Helth,1621.0,,BANGALORE,Coffee,6,Sunday,2022.0,,
T3870,U011,22-02-2021,Expense,Foods,995.0,,kolkata,Internet bill,2,Monday,2021.0,,
T3325,U074,28-02-2021,Income,Freelance,69344.0,upi,KOLKATA,Medicine,2,Sunday,2021.0,,
T12846,U114,17-07-2023,Expense,Travl,2375.0,Upi,,misc,7,Monday,2023.0,,
T5356,U050,17-07-2021,Expense,food,2639.0,Bank_Transfer,,Train ticket,7,Saturday,2021.0,,
T10148,U066,16-11-2023,Income,Bonus,65768.0,CRD,BANGALORE,Books,11,Thursday,2023.0,,
T7236,U046,18-09-2023,Expense,education,2993.0,cash,delhi,Fixed deposit,9,Monday,2023.0,,
T9778,U031,20-01-2021,Expense,Foodd,201.0,CRD,AHM,Grocery shopping,1,Wednesday,2021.0,,
T10335,U145,27-02-2024,Expense,Entertain,257.0,UPi,pune,Grocery shopping,2,Tuesday,2024.0,,
T13489,U016,02-02-2022,Expense,Helth,6837.0,upi,Chennai,Grocery shopping,2,Wednesday,2022.0,,
T3196,U083,15-01-2023,Expense,Rent,35570.0,Csh,PUNE,Fixed deposit,1,Sunday,2023.0,,
T5772,U150,29-09-2021,Expense,Rentt,13459.0,bank transfer,PUNE,Coffee,9,Wednesday,2021.0,,
T10753,U090,19-10-2021,Expense,Foodd,937.0,cash,LUCKNOW,Monthly rent payment,10,Tuesday,2021.0,,
T1320,U122,26-08-2021,Expense,Entrtnmnt,7976.0,Cash,delhi,Shopping,8,Thursday,2021.0,,
T8416,U130,13-06-2024,Income,Freelance,14969.0,Bank_Transfer,Lucknow,Fixed deposit,6,Thursday,2024.0,,
T7893,U099,27-06-2023,Expense,Rentt,16138.0,Csh,DELHI,,6,Tuesday,2023.0,,
T3635,U016,06-09-2023,Expense,Traval,6951.0,Csh,PUN,...,9,Wednesday,2023.0,,
T13480,U067,04-05-2021,Expense,Rnt,9287.0,Csh,Mumbai,Grocery shopping,5,Tuesday,2021.0,,
T13794,U055,11-06-2022,Expense,Education,7055.0,cash,chennai,xyz123,6,Saturday,2022.0,,
T1095,U105,28-06-2024,Income,Freelance,32722.0,csh,JAIPUR,Gym membership,6,Friday,2024.0,,
T9598,U050,18-05-2022,Expense,Rent,38642.0,Crd,,Fixed deposit,5,Wednesday,2022.0,,
T7450,U048,19-06-2023,Expense,Rent,-1000.0,Bank Transfer,Pune,xyz123,6,Monday,2023.0,,
T12030,U047,27-11-2022,Expense,RENT,9384.0,Bank_Transfer,Ahmedabad,Internet bill,11,Sunday,2022.0,,
T3858,U124,30-06-2021,Expense,Education,7612.0,CRD,jaipur,Restaurant dinner,6,Wednesday,2021.0,,
T6773,U027,14-01-2023,Income,Others,17938.0,Crd,Delhi,Restaurant dinner,1,Saturday,2023.0,,
T7976,U028,25-05-2021,Income,Freelance,25157.0,csh,Hyderabad,loan,5,Tuesday,2021.0,,
T2838,U117,16-08-2023,Expense,Rnt,1680.0,card,MUM,Train ticket,8,Wednesday,2023.0,,
T6666,U004,05-09-2024,Expense,Traval,7543.0,Bank_Transfer,JAIPUR,misc,9,Thursday,2024.0,,
T13386,U060,03-06-2024,Expense,Rentt,25844.0,Cash,PUNE,Petrol,6,Monday,2024.0,,
T1170,U076,14-10-2022,Expense,Entertainment,3742.0,csh,HYD,Lunch,10,Friday,2022.0,,
T10930,U004,02-11-2023,Expense,Fod,8926.0,Bank_Transfer,Bangalore,...,11,Thursday,2023.0,,
T8240,U047,02-01-2022,Income,Salary,36887.0,CASH,Delhi,Doctor consultation,1,Sunday,2022.0,,
T10278,U122,17-09-2024,Expense,Utlities,9442.0,csh,AHMEDABAD,,9,Tuesday,2024.0,,
T11862,U099,05-09-2022,Expense,FOOD,6945.0,csh,Hyderabad,Gym membership,9,Monday,2022.0,,
T11891,U058,23-09-2024,Expense,Utility,3649.0,upi,,Gym membership,9,Monday,2024.0,,
T5820,U045,26-05-2024,Expense,entertainment,4911.0,Card,hyderabad,Gym membership,5,Sunday,2024.0,,
T11926,U011,31-03-2024,Expense,Entrtnmnt,8255.0,,Chennai,Coffee,3,Sunday,2024.0,,
T4221,U017,27-01-2023,Income,Salary,29115.0,UPI,KOL,Petrol,1,Friday,2023.0,,
T3271,U099,25-11-2024,Income,Freelance,63736.0,Bank Transfer,PUNE,Lunch,11,Monday,2024.0,,
T6523,U010,12-05-2023,Income,Bonus,365282.0,Bank Transfr,AHMEDABAD,EMI payment,5,Friday,2023.0,,
T4742,U054,31-08-2023,Expense,Misc,8830.0,UPi,kolkata,EMI payment,8,Thursday,2023.0,,
T0588,U039,22-08-2024,Expense,Foodd,4755.0,csh,LUCKNOW,resturant,8,Thursday,2024.0,,
T10358,U098,07-02-2024,Expense,Rent,6826.0,BankTransfer,,EMI payment,2,Wednesday,2024.0,,
T5543,U013,30-11-2021,Income,Freelance,79300.0,Bank Transfer,LUCKNOW,EMI payment,11,Tuesday,2021.0,,
T7668,U079,05-08-2022,Expense,Entertain,3054.0,cash,JAI,Shopping,8,Friday,2022.0,,
T10319,U082,01-09-2021,Expense,EDU,4117.0,Crd,mumbai,Electricity bill,9,Wednesday,2021.0,,
T9202,U041,17-03-2021,Expense,Travel,3328.0,Upi,Jaipur,,3,Wednesday,2021.0,,
T0818,U046,05-03-2022,Expense,FOOD,2303.0,Upi,PUN,Shopping,3,Saturday,2022.0,,
T1331,U100,28-10-2021,Expense,Utlities,4708.0,Bank Transfr,JAIPUR,Doctor consultation,10,Thursday,2021.0,,
T9549,U050,16-02-2023,Expense,Utilities,9318.0,Card,KOL,,2,Thursday,2023.0,,
T13944,U041,11-11-2021,Expense,education,3615.0,Bank_Transfer,KOLKATA,Lunch,11,Thursday,2021.0,,
T1648,U123,14-09-2021,Expense,Health,5968.0,Bank_Transfer,Chennai,Fixed deposit,9,Tuesday,2021.0,,
T8328,U020,05-10-2024,Expense,Utilities,4435.0,bank transfer,JAIPUR,Monthly rent payment,10,Saturday,2024.0,,
T3966,U143,09-12-2023,Expense,uncategorized,6278.0,UPi,,resturant,12,Saturday,2023.0,,
T4827,U140,30-04-2023,Expense,Rentt,32922.0,,,resturant,4,Sunday,2023.0,,
T0267,U011,02-03-2024,Expense,Health,6536.0,cash,pune,Shopping,3,Saturday,2024.0,,
T6514,U033,27-09-2023,Expense,RENT,6946.0,Crd,lucknow,Shopping,9,Wednesday,2023.0,,
T7278,U111,26-01-2022,Expense,Foodd,2250.0,Csh,MUM,Shopping,1,Wednesday,2022.0,,
T2842,U048,06-04-2021,Expense,FOOD,6661.0,upi,BAN,Fixed deposit,4,Tuesday,2021.0,,
T11773,U003,25-03-2023,Expense,Helth,5749.0,UPi,LUC,Lunch,3,Saturday,2023.0,,
T2481,U006,03-04-2024,Expense,Utilities,2965.0,UPI,AHMEDABAD,Petrol,4,Wednesday,2024.0,,
T12649,U086,19-03-2021,Expense,travel,7457.0,Crd,Delhi,Books,3,Friday,2021.0,,
T8917,U103,05-12-2021,Expense,health,9357.0,card,LUC,EMI payment,12,Sunday,2021.0,,
T9166,U051,19-02-2021,Income,Freelance,47673.0,Crd,MUM,Medicine,2,Friday,2021.0,,
T3245,U052,07-05-2021,Expense,health,3194.0,Bank_Transfer,Ahmedabad,,5,Friday,2021.0,,
T6434,U044,25-10-2022,Expense,Rnt,3671.0,CRD,,,10,Tuesday,2022.0,,
T9358,U048,04-08-2024,Expense,Fod,9974.0,UPI,Jaipur,Online course,8,Sunday,2024.0,,
T6167,U066,08-09-2023,Expense,Utility,6911.0,BankTransfer,CHENNAI,Petrol,9,Friday,2023.0,,
T10267,U128,19-10-2021,Expense,RENT,6484.0,Upi,JAI,Fixed deposit,10,Tuesday,2021.0,,
T9745,U075,01-01-2024,Expense,TRAVEL,6332.0,cash,BANGALORE,Internet bill,1,Monday,2024.0,,
T1803,U012,23-10-2023,Expense,Fod,846.0,Bank_Transfer,Ahmedabad,Medicine,10,Monday,2023.0,,
T2068,U145,03-05-2024,Expense,Entertain,6812.0,UPI,delhi,asdfgh,5,Friday,2024.0,,
T4003,U132,30-07-2022,Expense,Foods,247.0,upi,hyderabad,Lunch,7,Saturday,2022.0,,
T4154,U147,19-05-2022,Expense,Saving,0.0,upi,LUCKNOW,lunch,5,Thursday,2022.0,,
T13905,U047,18-07-2022,Expense,Education,161.0,CARD,CHE,lunch,7,Monday,2022.0,,
T4927,U149,25-09-2024,Expense,SAVINGS,7003.0,cash,delhi,lunch,9,Wednesday,2024.0,,
T1874,U109,15-10-2021,Expense,Entertain,5518.0,Bank Transfr,KOL,lunch,10,Friday,2021.0,,
T9105,U027,13-04-2024,Expense,Savings,319.0,,,lunch,4,Saturday,2024.0,,
T5220,U131,18-10-2021,Expense,rent,8777.0,Bank Transfr,Chennai,lunch,10,Monday,2021.0,,
T12087,U048,10-04-2024,Expense,Food,1793.0,cash,delhi,Coffee,4,Wednesday,2024.0,,
T0192,U150,13-05-2022,Expense,FOOD,2639.0,csh,MUM,Electricity bill,5,Friday,2022.0,,
T6656,U007,25-03-2021,Expense,savings,-500.0,BankTransfer,hyderabad,loan,3,Thursday,2021.0,,
T7894,U126,18-09-2024,Expense,TRAVEL,5673.0,card,ahmedabad,loan,9,Wednesday,2024.0,,
T1250,U047,03-01-2024,Expense,entertainment,1183.0,Csh,KOLKATA,Medicine,1,Wednesday,2024.0,,
T8898,U103,08-08-2023,Expense,uncategorized,9334.0,Bank Transfer,Bangalore,Lunch,8,Tuesday,2023.0,,
T12491,U036,25-04-2021,Expense,Utlities,9735.0,Bank Transfer,bangalore,Medicine,4,Sunday,2021.0,,
T12965,U124,25-05-2024,Expense,Fod,1969.0,cash,JAIPUR,xyz123,5,Saturday,2024.0,,
T3812,U091,03-05-2024,Expense,Traval,452.0,card,,ATM withdrawal,5,Friday,2024.0,,
T9941,U101,11-03-2023,Expense,food,3744.0,BankTransfer,Jaipur,asdfgh,3,Saturday,2023.0,,
T12479,U016,23-01-2023,Expense,Health,5947.0,Upi,jaipur,Restaurant dinner,1,Monday,2023.0,,
T10001,U136,04-06-2022,Expense,uncategorized,6097.0,UPI,Delhi,Train ticket,6,Saturday,2022.0,,
T5799,U097,14-02-2021,Income,Salary,76175.0,UPi,Lucknow,,2,Sunday,2021.0,,
T4582,U147,15-12-2024,Expense,Foods,707.0,Bank Transfer,LUC,Doctor consultation,12,Sunday,2024.0,,
T12402,U096,23-04-2023,Expense,RENT,9790.0,card,KOLKATA,Grocery shopping,4,Sunday,2023.0,,
T12575,U063,27-05-2022,Expense,FOOD,6979.0,,DELHI,Gym membership,5,Friday,2022.0,,
T1701,U040,07-01-2022,Income,Others,12487.0,CARD,jaipur,Movie tickets,1,Friday,2022.0,,
T8561,U048,22-07-2021,Expense,Utility,7737.0,Cash,DEL,Uber ride,7,Thursday,2021.0,,
T8033,U129,05-09-2024,Income,Salary,38533.0,,AHM,Uber ride,9,Thursday,2024.0,,
T3259,U124,08-01-2022,Expense,travel,5337.0,Csh,Jaipur,Uber ride,1,Saturday,2022.0,,
T12164,U029,16-09-2022,Expense,Utlities,2887.0,card,CHE,Uber ride,9,Friday,2022.0,,
T8902,U091,01-09-2022,Expense,Foods,2417.0,Upi,Chennai,Internet bill,9,Thursday,2022.0,,
T12111,U098,26-12-2021,Expense,Travel,4060.0,Bank Transfr,CHENNAI,Books,12,Sunday,2021.0,,
T11598,U032,16-10-2021,Expense,Foodd,4303.0,UPi,Pune,Electricity bill,10,Saturday,2021.0,,
T2842,U021,05-10-2023,Income,uncategorized,62035.0,Bank Transfr,jaipur,,10,Thursday,2023.0,,
T10239,U038,24-03-2024,Income,Salary,22040.0,csh,HYD,Lunch,3,Sunday,2024.0,,
T12301,U136,18-02-2024,Expense,Traval,-1000.0,Upi,,Shopping,2,Sunday,2024.0,,
T9586,U075,02-08-2021,Expense,utilities,2104.0,Bank_Transfer,BAN,Books,8,Monday,2021.0,,
T0878,U085,19-04-2024,Expense,Utilities,6488.0,,HYD,EMI payment,4,Friday,2024.0,,
T8388,U083,05-06-2022,Expense,Foodd,3297.0,Bank Transfer,Ahmedabad,misc,6,Sunday,2022.0,,
T11937,U132,29-09-2022,Expense,Fod,6082.0,csh,,Petrol,9,Thursday,2022.0,,
T4312,U065,24-10-2021,Income,Salary,58626.0,Cash,delhi,Grocery shopping,10,Sunday,2021.0,,
T2549,U047,19-05-2022,Expense,Food,3387.0,Bank Transfr,KOLKATA,Doctor consultation,5,Thursday,2022.0,,
T13525,U149,29-12-2021,Expense,Others,7781.0,Card,bangalore,Doctor consultation,12,Wednesday,2021.0,,
T10219,U138,08-11-2023,Income,Salary,50508.0,Bank_Transfer,hyderabad,Fixed deposit,11,Wednesday,2023.0,,
T1958,U150,29-11-2024,Expense,HEALTH,2420.0,upi,Mumbai,Restaurant dinner,11,Friday,2024.0,,
T0570,U130,13-12-2023,Expense,Utility,6715.0,Card,AHM,,12,Wednesday,2023.0,,
T11177,U084,14-10-2024,Income,Investment,61673.0,csh,pune,Train ticket,10,Monday,2024.0,,
T7916,U087,16-02-2021,Expense,food,2343.0,card,LUC,,2,Tuesday,2021.0,,
T4167,U080,04-09-2022,Expense,health,4643.0,Csh,HYDERABAD,Lunch,9,Sunday,2022.0,,
T6191,U093,26-02-2024,Expense,Helth,6070.0,cash,CHE,Electricity bill,2,Monday,2024.0,,
T12769,U079,15-11-2021,Expense,education,1660.0,UPI,KOLKATA,Shopping,11,Monday,2021.0,,
T0801,U009,30-07-2024,Expense,RENT,1846.0,CRD,bangalore,Lunch,7,Tuesday,2024.0,,
T5474,U063,07-12-2022,Expense,Rent,15334.0,Csh,DEL,Gym membership,12,Wednesday,2022.0,,
T13850,U139,24-12-2023,Expense,Foodd,2098.0,upi,,,12,Sunday,2023.0,,
T9732,U148,27-02-2023,Expense,Rentt,18868.0,Upi,jaipur,Doctor consultation,2,Monday,2023.0,,
T8156,U061,02-09-2021,Expense,uncategorized,4232.0,Bank Transfer,,,9,Thursday,2021.0,,
T2159,U026,20-07-2023,Expense,FOOD,7230.0,Bank Transfer,delhi,Restaurant dinner,7,Thursday,2023.0,,
T1378,U015,09-10-2024,Expense,Utility,8349.0,Crd,JAI,Restaurant dinner,10,Wednesday,2024.0,,
T6133,U131,02-03-2022,Expense,Utilties,5681.0,BankTransfer,bangalore,Restaurant dinner,3,Wednesday,2022.0,,
T10800,U037,16-05-2022,Expense,Rent,9691.0,card,Chennai,Internet bill,5,Monday,2022.0,,
T2825,U026,13-02-2024,Expense,Rent,25526.0,Card,Hyderabad,Gym membership,2,Tuesday,2024.0,,
T11492,U133,16-12-2021,Income,Investment,36033.0,card,ahmedabad,...,12,Thursday,2021.0,,
T5719,U046,26-11-2024,Expense,Foodd,4898.0,Crd,JAIPUR,,11,Tuesday,2024.0,,
T2243,U148,27-08-2024,Expense,Rentt,42663.0,BankTransfer,Delhi,,8,Tuesday,2024.0,,
T13286,U042,18-12-2021,Expense,Entertainment,3596.0,Upi,DELHI,Internet bill,12,Saturday,2021.0,,
T3918,U123,22-07-2021,Expense,Fod,2437.0,UPi,JAI,,7,Thursday,2021.0,,
T7675,U015,18-01-2022,Expense,Entrtnmnt,6311.0,CASH,hyderabad,,1,Tuesday,2022.0,,
T5200,U011,29-01-2021,Income,Freelance,59567.0,Csh,PUN,Shopping,1,Friday,2021.0,,
T3424,U065,21-10-2021,Expense,RENT,3764.0,CRD,Bangalore,Lunch,10,Thursday,2021.0,,
T11619,U045,11-01-2023,Expense,TRAVEL,575.0,csh,Lucknow,Restaurant dinner,1,Wednesday,2023.0,,
T4677,U111,03-12-2021,Expense,education,7215.0,Card,pune,asdfgh,12,Friday,2021.0,,
T13198,U003,02-01-2023,Expense,Entrtnmnt,7824.0,Bank_Transfer,JAIPUR,EMI payment,1,Monday,2023.0,,
T3871,U129,09-08-2021,Expense,TRAVEL,-500.0,UPI,mumbai,Doctor consultation,8,Monday,2021.0,,
T7948,U058,05-06-2024,Income,Investment,17178.0,CRD,MUMBAI,Electricity bill,6,Wednesday,2024.0,,
T7969,U014,14-03-2022,Expense,SAVINGS,3176.0,Card,HYD,Monthly rent payment,3,Monday,2022.0,,
T9557,U145,23-12-2022,Expense,Rent,40564.0,UPI,AHMEDABAD,Uber ride,12,Friday,2022.0,,
T6685,U069,13-10-2022,Expense,Rentt,36242.0,UPi,,Books,10,Thursday,2022.0,,
T3724,U094,17-03-2024,Expense,travel,975.0,upi,HYDERABAD,xyz123,3,Sunday,2024.0,,
T5024,U144,06-09-2023,Expense,TRAVEL,6539.0,UPI,chennai,Train ticket,9,Wednesday,2023.0,,
T13923,U033,19-12-2021,Expense,RENT,6171.0,CASH,delhi,misc,12,Sunday,2021.0,,
T11293,U017,08-01-2021,Expense,Entertain,5052.0,BankTransfer,Jaipur,,1,Friday,2021.0,,
T10202,U112,24-03-2022,Expense,Traval,4115.0,CASH,DEL,ATM withdrawal,3,Thursday,2022.0,,
T3535,U118,12-04-2023,Expense,food,5139.0,UPI,mumbai,test,4,Wednesday,2023.0,,
T11848,U148,04-03-2023,Expense,Travel,6515.0,CASH,LUCKNOW,Internet bill,3,Saturday,2023.0,,
